createdAt,createdBy,LastChangedAt,LastChangedBy,TravelUUID,TravelID,BeginDate,EndDate,BookingFee,TotalPrice,CurrencyCode_code,Progress,Description,TravelStatus_code,to_Agency_AgencyID,to_Customer_CustomerID
2021-10-22T22:56:40.000Z,Mustermann,2022-09-01T14:09:25.812Z,privileged,5C657221A8E4645C17002DF03754AB66,11,2025-11-06,2026-09-02,90,4304,USD,100,"Sightseeing in Miami, Florida",A,070028,000583
2021-10-03T01:45:44.000Z,Mustermann,2022-09-01T13:50:29.755Z,privileged,5D657221A8E4645C17002DF03754AB66,12,2025-11-06,2025-11-08,40,2014,USD,65,"Vacation for Thomas, Jasmin,",O,070014,000004
2021-10-06T18:23:25.000Z,Matthaeus,2022-09-01T13:50:29.755Z,privileged,5E657221A8E4645C17002DF03754AB66,13,2025-11-06,2025-11-06,10,544,USD,50,Business Trip for Anna,O,070010,000667
2021-10-04T06:10:18.000Z,Deichgraeber,2022-09-01T14:09:25.812Z,privileged,5F657221A8E4645C17002DF03754AB66,14,2025-11-06,2026-09-02,60,3001,USD,100,"Sightseeing in Miami, Florida",A,070028,000466
2021-10-08T23:01:18.000Z,Barth,2022-09-01T13:50:29.755Z,privileged,60657221A8E4645C17002DF03754AB66,15,2025-11-06,2026-09-04,120,5937,USD,65,Vacation,O,070050,000640
2021-10-05T01:02:08.000Z,Delon,2022-09-01T13:50:29.755Z,privileged,61657221A8E4645C17002DF03754AB66,16,2025-11-06,2026-09-04,120,6087,USD,65,Vacation,O,070048,000478
2021-10-08T14:49:49.000Z,Rahn,2022-09-01T13:50:29.755Z,privileged,62657221A8E4645C17002DF03754AB66,17,2025-11-06,2026-09-04,80,4040,USD,65,Vacation,O,070050,000264
2021-10-07T20:19:45.000Z,Prinz,2022-09-01T13:50:29.755Z,privileged,63657221A8E4645C17002DF03754AB66,18,2025-11-06,2026-09-04,40,2042,USD,65,Vacation,O,070049,000155
2021-10-09T11:02:39.000Z,Mustermann,2022-09-01T13:50:29.755Z,privileged,64657221A8E4645C17002DF03754AB66,19,2025-11-06,2026-09-04,120,6272,USD,65,Vacation,O,070049,000680
2021-10-08T18:22:12.000Z,Domenech,2022-09-01T13:50:29.755Z,privileged,65657221A8E4645C17002DF03754AB66,20,2025-11-06,2025-11-06,10,586,USD,50,Business Trip for Kristina,O,070008,000552
2021-10-06T07:47:02.000Z,Jeremias,2022-09-01T14:09:25.812Z,privileged,66657221A8E4645C17002DF03754AB66,21,2025-11-06,2026-09-04,40,2255,USD,100,Business Trip,A,070037,000540
2021-10-04T04:29:27.000Z,Kirk,2022-09-01T13:50:29.755Z,privileged,67657221A8E4645C17002DF03754AB66,22,2025-11-06,2026-09-04,40,2365,USD,65,Vacation,O,070049,000542
2021-10-02T15:38:47.000Z,Leisert,2022-09-01T13:50:29.755Z,privileged,68657221A8E4645C17002DF03754AB66,23,2025-11-06,2026-09-04,120,6610,USD,65,Vacation,O,070050,000346
2021-10-20T08:45:48.000Z,Moyano,2022-09-01T13:50:29.755Z,privileged,69657221A8E4645C17002DF03754AB66,24,2025-11-06,2026-09-04,40,2213,USD,65,Vacation,O,070048,000478
2021-10-12T16:40:00.000Z,Lautenbach,2022-09-01T13:50:29.755Z,privileged,6A657221A8E4645C17002DF03754AB66,25,2025-11-06,2025-11-06,20,1245,USD,65,"Business Trip for Cindy, Ulla",O,070006,000220
2021-10-22T10:09:38.000Z,Sudhoff,2022-09-01T13:50:29.755Z,privileged,6B657221A8E4645C17002DF03754AB66,26,2025-11-06,2026-09-02,60,3544,USD,65,Vacation to USA,O,070025,000515
2021-10-20T09:29:46.000Z,D´Oultrement,2022-09-01T13:50:29.755Z,privileged,6C657221A8E4645C17002DF03754AB66,27,2025-11-06,2026-09-04,80,4524,USD,65,Business Trip,O,070040,000024
2021-10-21T03:20:52.000Z,Domenech,2022-09-01T13:50:29.755Z,privileged,6D657221A8E4645C17002DF03754AB66,28,2025-11-06,2026-09-04,40,2419,USD,65,Vacation,O,070041,000202
2021-10-14T06:13:01.000Z,Hansmann,2022-09-01T13:50:29.755Z,privileged,6E657221A8E4645C17002DF03754AB66,29,2025-11-06,2025-11-08,20,1285,USD,65,"Vacation for Cindy,",O,070015,000636
2021-10-13T18:15:49.000Z,Schneider,2022-09-01T13:50:29.755Z,privileged,6F657221A8E4645C17002DF03754AB66,30,2025-11-06,2025-11-06,20,1348,USD,65,"Business Trip for Andrej, Anna",O,070008,000071
2021-10-13T06:41:24.000Z,Jeremias,2022-09-01T13:50:29.755Z,privileged,70657221A8E4645C17002DF03754AB66,31,2025-11-06,2025-11-06,20,1406,USD,65,Vacation,O,070001,000599
2021-10-12T19:57:34.000Z,Mechler,2022-09-01T13:50:29.755Z,privileged,71657221A8E4645C17002DF03754AB66,32,2025-11-06,2026-09-02,90,5624,USD,65,Vacation to USA,O,070022,000506
2021-10-08T02:08:45.000Z,Gutenberg,2022-09-01T13:50:29.755Z,privileged,72657221A8E4645C17002DF03754AB66,33,2025-11-06,2025-11-06,20,1465,USD,65,"Business Trip for Ulla, Fabio",O,070006,000358
2021-10-03T22:15:48.000Z,Neubasler,2022-09-01T13:50:29.755Z,privileged,73657221A8E4645C17002DF03754AB66,34,2025-11-06,2026-09-04,80,5025,USD,65,Vacation,O,070046,000026
2021-10-08T18:15:19.000Z,Pan,2022-09-01T14:09:25.812Z,privileged,74657221A8E4645C17002DF03754AB66,35,2025-11-06,2026-09-04,80,5173,USD,100,Visiting Simon,A,070032,000320
2021-10-08T02:14:00.000Z,Sommer,2022-09-01T13:50:29.755Z,privileged,75657221A8E4645C17002DF03754AB66,36,2025-11-06,2026-09-04,40,2654,USD,65,Business Trip,O,070040,000154
2021-10-13T17:20:54.000Z,Heller,2022-09-01T13:50:29.755Z,privileged,76657221A8E4645C17002DF03754AB66,37,2025-11-06,2026-09-04,120,8008,USD,65,Vacation,O,070044,000558
2022-01-04T11:15:57.000Z,Müller,2022-09-01T13:50:29.755Z,privileged,77657221A8E4645C17002DF03754AB66,38,2026-09-02,2026-09-04,60,3601,USD,65,Vacation,O,070048,000027
2022-01-04T15:28:59.000Z,Jeremias,2022-09-01T14:09:25.812Z,privileged,78657221A8E4645C17002DF03754AB66,39,2026-09-02,2026-09-04,20,1324,USD,100,"Sightseeing in Miami, Florida",A,070026,000357
2022-01-04T03:49:47.000Z,Kreiss,2022-09-01T14:09:25.812Z,privileged,79657221A8E4645C17002DF03754AB66,40,2026-09-02,2026-09-04,60,3800,USD,100,Visiting Anna,A,070033,000334
2022-01-04T05:32:43.000Z,Jacqmain,2022-09-01T13:50:29.755Z,privileged,7A657221A8E4645C17002DF03754AB66,41,2026-09-02,2026-09-04,60,3854,USD,65,Business Trip,O,070040,000579
2022-01-04T01:17:40.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,7B657221A8E4645C17002DF03754AB66,42,2026-09-02,2026-09-02,20,1323,USD,65,Vacation,O,070002,000201
2022-01-04T00:45:33.000Z,Prinz,2022-09-01T13:50:37.678Z,privileged,7C657221A8E4645C17002DF03754AB66,43,2026-09-02,2026-09-04,40,2826,USD,65,Business Trip to USA,O,070019,000514
2022-01-04T09:34:31.000Z,Koslowski,2022-09-01T13:50:37.678Z,privileged,7D657221A8E4645C17002DF03754AB66,44,2026-09-02,2026-09-04,20,1454,USD,65,Vacation,O,070043,000003
2022-01-04T10:03:21.000Z,Matthaeus,2022-09-01T13:50:37.678Z,privileged,7E657221A8E4645C17002DF03754AB66,45,2026-09-02,2026-09-04,20,1418,USD,65,"Vacation for Walter,",O,070011,000518
2022-01-04T11:46:21.000Z,Kreiss,2022-09-01T13:50:37.678Z,privileged,7F657221A8E4645C17002DF03754AB66,46,2026-09-02,2026-09-04,20,1398,USD,65,Vacation,O,070047,000119
2022-01-04T19:07:09.000Z,Montero,2022-09-01T14:09:25.812Z,privileged,80657221A8E4645C17002DF03754AB66,47,2026-09-02,2026-09-04,60,4210,USD,100,Visiting Holm,A,070035,000469
2022-01-04T22:28:23.000Z,Schneider,2022-09-01T14:09:25.812Z,privileged,81657221A8E4645C17002DF03754AB66,48,2026-09-02,2026-09-04,40,2947,USD,100,Visiting Dominik,A,070034,000564
2022-01-04T19:20:23.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,82657221A8E4645C17002DF03754AB66,49,2026-09-02,2026-09-04,20,1532,USD,65,Business Trip to USA,O,070020,000248
2022-01-04T16:47:26.000Z,Mechler,2022-09-01T13:50:37.678Z,privileged,83657221A8E4645C17002DF03754AB66,50,2026-09-02,2026-09-04,20,1561,USD,65,Business Trip,O,070038,000639
2022-01-04T00:31:37.000Z,Moyano,2022-09-01T14:09:25.812Z,privileged,84657221A8E4645C17002DF03754AB66,51,2026-09-02,2026-09-04,40,3146,USD,100,Business Trip,A,070038,000427
2022-01-04T17:36:28.000Z,Domenech,2022-09-01T14:09:25.812Z,privileged,85657221A8E4645C17002DF03754AB66,52,2026-09-02,2026-09-04,20,1584,USD,100,Business Trip,A,070038,000163
2022-01-04T15:39:31.000Z,Hansmann,2022-09-01T13:50:37.678Z,privileged,86657221A8E4645C17002DF03754AB66,53,2026-09-02,2026-09-04,60,5061,USD,65,Vacation to USA,O,070024,000013
2022-01-04T10:44:59.000Z,Detemple,2022-09-01T13:50:37.678Z,privileged,87657221A8E4645C17002DF03754AB66,54,2026-09-02,2026-09-04,40,3276,USD,65,Business Trip to USA,O,070020,000186
2022-01-04T18:05:54.000Z,Babilon,2022-09-01T13:50:37.678Z,privileged,88657221A8E4645C17002DF03754AB66,55,2026-09-02,2026-09-04,40,3437,USD,65,Vacation to USA,O,070022,000369
2022-01-04T13:54:33.000Z,Mustermann,2022-09-01T14:09:25.812Z,privileged,89657221A8E4645C17002DF03754AB66,56,2026-09-04,2026-09-04,30,2697,USD,100,Visiting Jean,A,070033,000509
2022-01-04T21:49:27.000Z,Henry,2022-09-01T13:50:37.678Z,privileged,8A657221A8E4645C17002DF03754AB66,57,2026-09-02,2026-09-02,10,876,USD,50,Business Trip for Siegfried,O,070009,000423
2022-01-04T19:59:26.000Z,Benjamin,2022-09-01T13:50:37.678Z,privileged,8B657221A8E4645C17002DF03754AB66,58,2026-09-04,2026-09-04,20,1913,USD,65,"Business Trip for Peter, Astrid",O,070009,000101
2022-01-04T00:26:36.000Z,Hoffen,2022-09-01T13:50:37.678Z,privileged,8C657221A8E4645C17002DF03754AB66,59,2026-09-04,2026-09-04,20,1861,USD,65,Business Trip to USA,O,070016,000555
2022-01-04T19:57:58.000Z,Sudhoff,2022-09-01T14:09:25.812Z,privileged,8D657221A8E4645C17002DF03754AB66,60,2026-09-04,2026-09-04,20,1915,USD,100,Business Trip,A,070036,000168
2022-01-04T19:46:58.000Z,Goelke,2022-09-01T13:50:37.678Z,privileged,8E657221A8E4645C17002DF03754AB66,61,2026-09-04,2026-09-04,20,1946,USD,65,Business Trip,O,070040,000590
2022-01-04T22:52:40.000Z,Babilon,2022-09-01T13:50:37.678Z,privileged,8F657221A8E4645C17002DF03754AB66,62,2026-09-04,2026-09-04,20,1987,USD,65,Vacation,O,070002,000243
2022-01-04T09:23:51.000Z,Schneider,2022-09-01T13:50:37.678Z,privileged,90657221A8E4645C17002DF03754AB66,63,2026-09-04,2026-09-04,30,3032,USD,65,Business Trip to USA,O,070016,000593
2022-01-04T10:48:39.000Z,Madeira,2022-09-01T13:50:37.678Z,privileged,91657221A8E4645C17002DF03754AB66,64,2026-09-02,2026-09-04,20,1985,USD,65,"Vacation for Irmtraut,",O,070014,000010
2022-01-04T13:54:07.000Z,Mustermann,2022-09-01T13:50:37.678Z,privileged,92657221A8E4645C17002DF03754AB66,65,2026-09-04,2026-09-04,20,2171,USD,65,Vacation,O,070044,000677
2021-10-04T02:15:05.000Z,Illner,2022-09-01T13:50:37.678Z,privileged,93657221A8E4645C17002DF03754AB66,66,2025-11-08,2025-11-08,10,729,USD,50,Vacation,O,070003,000661
2021-10-17T17:08:48.000Z,Barth,2022-09-01T13:50:37.678Z,privileged,94657221A8E4645C17002DF03754AB66,67,2025-11-08,2025-11-08,20,1450,USD,65,"Business Trip for Ludwig, Ulla",O,070008,000183
2021-10-23T04:34:37.000Z,Benz,2022-09-01T13:50:37.678Z,privileged,95657221A8E4645C17002DF03754AB66,68,2025-11-08,2025-11-08,30,2231,USD,65,Vacation,O,070005,000345
2021-10-07T18:08:40.000Z,Goelke,2022-09-01T13:50:37.678Z,privileged,96657221A8E4645C17002DF03754AB66,69,2025-11-08,2025-11-08,20,1543,USD,65,Vacation,O,070050,000719
2021-10-08T22:37:26.000Z,Kirk,2022-09-01T13:50:37.678Z,privileged,97657221A8E4645C17002DF03754AB66,70,2025-11-08,2025-11-08,10,804,USD,50,Vacation,O,070042,000050
2021-10-12T06:30:08.000Z,Goelke,2022-09-01T13:50:37.678Z,privileged,98657221A8E4645C17002DF03754AB66,71,2025-11-08,2025-11-08,20,1638,USD,65,Vacation,O,070042,000605
2021-10-12T06:04:45.000Z,Pan,2022-09-01T14:09:25.812Z,privileged,99657221A8E4645C17002DF03754AB66,72,2025-11-08,2025-11-08,20,1678,USD,100,Visiting Allen,A,070035,000427
2021-10-12T23:07:15.000Z,Dumbach,2022-09-01T13:50:37.678Z,privileged,9A657221A8E4645C17002DF03754AB66,73,2025-11-08,2025-11-08,30,2604,USD,65,"Business Trip for August, Anna, Holm",O,070007,000209
2021-10-09T04:14:49.000Z,Leisert,2022-09-01T13:50:37.678Z,privileged,9B657221A8E4645C17002DF03754AB66,74,2025-11-08,2025-11-08,30,2667,USD,65,Business Trip to USA,O,070016,000495
2021-10-05T20:02:49.000Z,Marshall,2022-09-01T13:50:37.678Z,privileged,9C657221A8E4645C17002DF03754AB66,75,2025-11-08,2025-11-08,10,921,USD,50,Business Trip,O,070039,000549
2021-10-10T19:56:02.000Z,Wohl,2022-09-01T13:50:37.678Z,privileged,9D657221A8E4645C17002DF03754AB66,76,2025-11-08,2025-11-08,20,1868,USD,65,Vacation,O,070048,000409
2021-10-18T21:29:32.000Z,Goelke,2022-09-01T13:50:37.678Z,privileged,9E657221A8E4645C17002DF03754AB66,77,2025-11-08,2025-11-08,30,2855,USD,65,Vacation to USA,O,070025,000152
2021-10-10T17:54:20.000Z,Weiss,2022-09-01T13:50:37.678Z,privileged,9F657221A8E4645C17002DF03754AB66,78,2025-11-08,2025-11-08,30,3117,USD,65,Vacation,O,070002,000257
2021-10-09T22:06:09.000Z,Cesari,2022-09-01T14:09:25.812Z,privileged,A0657221A8E4645C17002DF03754AB66,79,2025-11-08,2025-11-08,20,2061,USD,100,Visiting Matthias,A,070034,000387
2021-10-16T00:23:12.000Z,Marshall,2022-09-01T13:50:37.678Z,privileged,A1657221A8E4645C17002DF03754AB66,80,2025-11-08,2025-11-08,10,1060,USD,50,Vacation to USA,O,070022,000260
2021-10-09T18:24:29.000Z,Lindwurm,2022-09-01T13:50:37.678Z,privileged,A2657221A8E4645C17002DF03754AB66,81,2025-11-08,2025-11-08,30,3274,USD,65,"Business Trip for Allen, Roland, Ulla",O,070007,000113
2021-10-13T13:07:29.000Z,Benjamin,2022-09-01T13:50:37.678Z,privileged,A3657221A8E4645C17002DF03754AB66,82,2025-11-08,2025-11-08,30,3341,USD,65,Business Trip to USA,O,070020,000415
2021-10-17T16:57:39.000Z,Illner,2022-09-01T13:50:37.678Z,privileged,A4657221A8E4645C17002DF03754AB66,83,2025-11-08,2025-11-08,30,3413,USD,65,"Vacation for Achim, Irene, Christine",O,070011,000246
2021-10-20T15:03:26.000Z,Rahn,2022-09-01T13:50:37.678Z,privileged,A5657221A8E4645C17002DF03754AB66,84,2025-11-08,2025-11-08,30,3793,USD,65,Business Trip,O,070039,000283
2021-10-13T15:21:03.000Z,Mechler,2022-09-01T13:50:37.678Z,privileged,A6657221A8E4645C17002DF03754AB66,85,2025-11-08,2025-11-08,20,2489,USD,65,Vacation,O,070003,000227
2021-10-13T08:00:24.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,A7657221A8E4645C17002DF03754AB66,86,2025-11-08,2025-11-08,30,3938,USD,65,Business Trip,O,070040,000629
2021-10-23T12:10:48.000Z,Lautenbach,2022-09-01T13:50:37.678Z,privileged,A8657221A8E4645C17002DF03754AB66,87,2025-11-08,2025-11-08,20,2671,USD,65,Vacation,O,070002,000439
2021-10-16T03:43:07.000Z,Jacqmain,2022-09-01T13:50:37.678Z,privileged,A9657221A8E4645C17002DF03754AB66,88,2025-11-08,2025-11-08,10,1346,USD,50,Business Trip for Jasmin,O,070010,000192
2021-10-23T11:27:22.000Z,Gahl,2022-09-01T13:50:37.678Z,privileged,AA657221A8E4645C17002DF03754AB66,89,2025-11-08,2025-11-08,10,1381,USD,10,Vacation to USA,O,070021,000248
2021-10-17T08:17:17.000Z,Columbo,2022-09-01T13:50:37.678Z,privileged,AB657221A8E4645C17002DF03754AB66,90,2025-11-08,2025-11-08,20,2806,USD,65,Vacation to USA,O,070025,000477
2021-10-13T07:11:48.000Z,Gutenberg,2022-09-01T13:50:37.678Z,privileged,AC657221A8E4645C17002DF03754AB66,91,2025-11-08,2025-11-08,20,2856,USD,65,Vacation to USA,O,070023,000502
2021-10-12T13:11:23.000Z,Kramer,2022-09-01T13:50:37.678Z,privileged,AD657221A8E4645C17002DF03754AB66,92,2025-11-08,2025-11-08,10,1506,USD,50,Vacation to USA,O,070023,000545
2021-10-08T07:37:48.000Z,Ryan,2022-09-01T13:50:37.678Z,privileged,AE657221A8E4645C17002DF03754AB66,93,2025-11-08,2025-11-08,20,3031,USD,65,Vacation to USA,O,070025,000720
2021-10-17T22:04:22.000Z,Leisert,2022-09-01T14:09:25.812Z,privileged,AF657221A8E4645C17002DF03754AB66,94,2025-11-08,2025-11-08,20,3019,USD,100,Visiting Harish,A,070033,000525
2021-10-05T02:46:18.000Z,Detemple,2022-09-01T13:50:37.678Z,privileged,B0657221A8E4645C17002DF03754AB66,95,2025-11-08,2025-11-08,20,3211,USD,65,Business Trip,O,070040,000167
2021-09-28T08:26:29.000Z,Gahl,2022-09-01T14:09:25.812Z,privileged,B1657221A8E4645C17002DF03754AB66,96,2025-11-02,2025-11-05,80,21693,EUR,100,Business Trip,A,070036,000665
2021-10-16T08:18:06.000Z,Cesari,2022-09-01T13:50:37.678Z,privileged,B2657221A8E4645C17002DF03754AB66,97,2025-11-08,2025-11-08,10,1605,USD,50,Vacation,O,070047,000111
2021-10-09T16:30:52.000Z,Buchholm,2022-09-01T13:50:37.678Z,privileged,B3657221A8E4645C17002DF03754AB66,98,2025-11-02,2025-11-05,40,10907,EUR,65,Business Trip,O,070038,000367
2021-10-11T08:47:55.000Z,Henry,2022-09-01T13:50:37.678Z,privileged,B4657221A8E4645C17002DF03754AB66,99,2025-11-02,2022-08-31,50,14299,EUR,65,Vacation,O,070041,000602
2021-10-09T21:22:08.000Z,Hansmann,2022-09-01T13:50:37.678Z,privileged,B5657221A8E4645C17002DF03754AB66,100,2025-11-02,2025-11-03,20,4044,EUR,65,"Vacation for Lothar,",O,070014,000337
2021-09-30T09:31:56.000Z,Prinz,2022-09-01T14:09:25.812Z,privileged,B6657221A8E4645C17002DF03754AB66,101,2025-11-02,2025-11-05,120,32492,EUR,100,Business Trip,A,070036,000392
2021-10-16T19:56:14.000Z,Heller,2022-09-01T14:09:25.812Z,privileged,B7657221A8E4645C17002DF03754AB66,102,2025-11-02,2025-11-05,80,21749,EUR,100,Visiting Pierre,A,070034,000326
2021-10-11T13:33:23.000Z,Kramer,2022-09-01T13:50:37.678Z,privileged,B8657221A8E4645C17002DF03754AB66,103,2025-11-02,2025-11-02,10,1597,EUR,50,Vacation,O,070001,000440
2021-10-05T01:35:28.000Z,Hansmann,2022-09-01T14:09:25.812Z,privileged,B9657221A8E4645C17002DF03754AB66,104,2025-11-02,2025-11-05,40,10809,EUR,100,Visiting Holm,A,070033,000078
2021-10-03T10:18:01.000Z,Miguel,2022-09-01T14:09:25.812Z,privileged,BA657221A8E4645C17002DF03754AB66,105,2025-11-02,2025-11-05,80,21636,EUR,100,Business Trip,A,070036,000701
2021-10-17T07:13:11.000Z,Waldmann,2022-09-01T13:50:48.589Z,privileged,BB657221A8E4645C17002DF03754AB66,106,2025-11-02,2025-11-02,20,3130,EUR,65,"Business Trip for Thomas, Uli",O,070009,000565
2021-09-29T11:11:26.000Z,Domenech,2022-09-01T14:09:25.812Z,privileged,BC657221A8E4645C17002DF03754AB66,107,2025-11-02,2025-11-05,40,10950,EUR,100,Visiting Juan,A,070033,000712
2021-10-07T16:10:14.000Z,Sommer,2022-09-01T13:50:48.589Z,privileged,BD657221A8E4645C17002DF03754AB66,108,2025-11-02,2025-11-02,10,1567,EUR,50,Business Trip for Andreas,O,070006,000633
2021-10-15T22:26:28.000Z,Sudhoff,2022-09-01T13:50:48.589Z,privileged,BE657221A8E4645C17002DF03754AB66,109,2025-11-02,2025-11-04,60,14804,EUR,65,Vacation to Germany,O,070023,000495
2021-10-09T16:55:38.000Z,Trensch,2022-09-01T13:50:48.589Z,privileged,BF657221A8E4645C17002DF03754AB66,110,2025-11-02,2025-11-04,30,7401,EUR,65,Vacation to Germany,O,070025,000253
2021-09-28T20:11:35.000Z,Columbo,2022-09-01T13:50:48.589Z,privileged,C0657221A8E4645C17002DF03754AB66,111,2025-11-02,2025-11-05,80,21691,EUR,65,Business Trip,O,070039,000292
2021-10-09T11:58:21.000Z,Hoffen,2022-09-01T13:50:48.589Z,privileged,C1657221A8E4645C17002DF03754AB66,112,2025-11-02,2022-08-31,50,14315,EUR,65,Vacation,O,070048,000190
2021-09-28T12:06:42.000Z,Rahn,2022-09-01T14:09:25.812Z,privileged,C2657221A8E4645C17002DF03754AB66,113,2025-11-02,2025-11-04,90,22360,EUR,100,Sightseeing in Frankfurt/Main,A,070029,000033
2021-10-02T11:24:08.000Z,Benz,2022-09-01T13:50:48.589Z,privileged,C3657221A8E4645C17002DF03754AB66,114,2025-11-02,2025-11-03,40,8047,EUR,65,Business Trip to Germany,O,070018,000315
2021-10-01T10:15:02.000Z,Pan,2022-09-01T13:50:48.589Z,privileged,C4657221A8E4645C17002DF03754AB66,115,2025-11-02,2022-08-31,50,14280,EUR,65,Vacation,O,070044,000663
2021-10-11T12:42:10.000Z,Illner,2022-09-01T14:09:25.812Z,privileged,C5657221A8E4645C17002DF03754AB66,116,2025-11-02,2025-11-04,30,7407,EUR,100,Sightseeing in Frankfurt/Main,A,070030,000097
2021-10-13T09:07:19.000Z,Fischer,2022-09-01T13:50:48.589Z,privileged,C6657221A8E4645C17002DF03754AB66,117,2025-11-02,2022-08-31,100,28480,EUR,65,Vacation,O,070041,000133
2021-10-03T19:19:25.000Z,Columbo,2022-09-01T13:50:48.589Z,privileged,C7657221A8E4645C17002DF03754AB66,118,2025-11-02,2025-11-03,20,4038,EUR,65,"Vacation for Lothar,",O,070012,000070
2021-10-16T13:30:06.000Z,Kreiss,2022-09-01T13:50:48.589Z,privileged,C8657221A8E4645C17002DF03754AB66,119,2025-11-02,2025-11-02,20,3305,EUR,65,Vacation,O,070001,000100
2021-10-15T10:15:10.000Z,Martin,2022-09-01T13:50:48.589Z,privileged,C9657221A8E4645C17002DF03754AB66,120,2025-11-02,2025-11-05,40,10872,EUR,65,Business Trip,O,070038,000584
2021-10-15T22:01:15.000Z,Mustermann,2022-09-01T13:50:48.589Z,privileged,CA657221A8E4645C17002DF03754AB66,121,2025-11-02,2022-08-31,100,28640,EUR,65,Vacation,O,070042,000633
2021-10-16T23:43:06.000Z,Buchholm,2022-09-01T13:50:48.589Z,privileged,CB657221A8E4645C17002DF03754AB66,122,2025-11-02,2025-11-03,20,4086,EUR,65,"Vacation for Holm,",O,070013,000423
2021-10-05T22:34:16.000Z,Ryan,2022-09-01T13:50:48.589Z,privileged,CC657221A8E4645C17002DF03754AB66,123,2025-11-02,2022-08-31,100,28603,EUR,65,Vacation,O,070042,000457
2021-10-01T07:27:12.000Z,Pan,2022-09-01T14:09:25.812Z,privileged,CD657221A8E4645C17002DF03754AB66,124,2025-11-02,2025-11-04,90,22460,EUR,100,Sightseeing in Frankfurt/Main,A,070026,000006
2021-10-09T15:32:13.000Z,Picard,2022-09-01T13:50:48.589Z,privileged,CE657221A8E4645C17002DF03754AB66,125,2025-11-02,2022-08-31,100,28709,EUR,65,Vacation,O,070048,000622
2021-10-10T07:13:24.000Z,Columbo,2022-09-01T14:09:25.812Z,privileged,CF657221A8E4645C17002DF03754AB66,126,2025-11-02,2025-11-05,120,33098,EUR,100,Visiting Holm,A,070035,000453
2021-10-13T19:37:10.000Z,D´Oultrement,2022-09-01T13:50:48.589Z,privileged,D0657221A8E4645C17002DF03754AB66,127,2025-11-02,2025-11-04,60,15301,EUR,65,Vacation to Germany,O,070021,000374
2021-10-13T00:23:38.000Z,Goelke,2022-09-01T13:50:48.589Z,privileged,D1657221A8E4645C17002DF03754AB66,128,2025-11-02,2022-08-31,150,44181,EUR,65,Vacation,O,070045,000293
2021-10-10T14:59:46.000Z,Deichgraeber,2022-09-01T13:50:48.589Z,privileged,D2657221A8E4645C17002DF03754AB66,129,2025-11-02,2025-11-04,30,7822,EUR,65,Vacation to Germany,O,070022,000556
2021-10-01T16:53:57.000Z,Delon,2022-09-01T13:50:48.589Z,privileged,D3657221A8E4645C17002DF03754AB66,130,2025-11-02,2022-08-31,100,29350,EUR,65,Vacation,O,070048,000175
