createdAt,createdBy,LastChangedAt,LastChangedBy,BookingUUID,BookingID,BookingDate,ConnectionID,FlightDate,FlightPrice,CurrencyCode_code,TotalSupplPrice,BookingStatus_code,to_Carrier_AirlineID,to_Customer_CustomerID,to_Travel_TravelUUID
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A1757221A8E4645C17002DF03754AB66,12,2022-08-20,0322,2022-09-04,438,USD,27.5,N,GA,000723,57657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A2757221A8E4645C17002DF03754AB66,1,2021-10-16,1537,2021-11-06,438,USD,21,N,SW,000698,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A3757221A8E4645C17002DF03754AB66,2,2021-10-16,1537,2021-11-06,438,USD,7.5,N,SW,000726,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A4757221A8E4645C17002DF03754AB66,3,2021-10-16,1537,2021-11-06,438,USD,0,N,SW,000703,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A5757221A8E4645C17002DF03754AB66,4,2021-10-18,0322,2021-11-08,438,USD,4.5,N,GA,000698,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A6757221A8E4645C17002DF03754AB66,5,2021-10-18,0322,2021-11-08,438,USD,7,N,GA,000726,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A7757221A8E4645C17002DF03754AB66,6,2021-10-18,0322,2021-11-08,438,USD,47,N,GA,000703,58657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:31:05.880Z,privileged,A8757221A8E4645C17002DF03754AB66,1,2021-10-16,1537,2021-11-06,455,USD,33,N,SW,000115,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,A9757221A8E4645C17002DF03754AB66,2,2021-10-16,1537,2021-11-06,455,USD,2.5,N,SW,000529,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:29:24.669Z,privileged,GA757221A8E4645C17002DF03754AB66,3,2021-10-16,1537,2021-11-06,455,USD,0,N,SW,000707,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,AB757221A8E4645C17002DF03754AB66,4,2021-11-06,0322,2021-11-08,438,USD,55,N,GA,000115,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,AC757221A8E4645C17002DF03754AB66,5,2021-11-06,0322,2021-11-08,438,USD,2.5,N,GA,000529,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,AD757221A8E4645C17002DF03754AB66,6,2021-11-06,0322,2021-11-08,438,USD,37,N,GA,000707,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,AE757221A8E4645C17002DF03754AB66,7,2022-08-23,1537,2022-09-02,438,USD,22.3,N,SW,000115,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,AF757221A8E4645C17002DF03754AB66,8,2022-08-23,1537,2022-09-02,438,USD,30.5,N,SW,000529,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B0757221A8E4645C17002DF03754AB66,9,2022-08-23,1537,2022-09-02,438,USD,36.5,N,SW,000707,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B1757221A8E4645C17002DF03754AB66,10,2022-08-19,0322,2022-09-04,438,USD,15,N,GA,000115,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B2757221A8E4645C17002DF03754AB66,11,2022-08-19,0322,2022-09-04,438,USD,29,N,GA,000529,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B3757221A8E4645C17002DF03754AB66,12,2022-08-19,0322,2022-09-04,438,USD,18.5,N,GA,000707,59657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B4757221A8E4645C17002DF03754AB66,1,2021-10-20,1537,2021-11-06,455,USD,2.3,B,SW,000697,5A657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B5757221A8E4645C17002DF03754AB66,2,2021-11-02,0322,2021-11-08,455,USD,25.5,B,GA,000697,5A657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B6757221A8E4645C17002DF03754AB66,1,2021-11-04,1537,2021-11-06,455,USD,14,N,SW,000080,5B657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B7757221A8E4645C17002DF03754AB66,2,2021-11-04,1537,2021-11-06,455,USD,0,N,SW,000354,5B657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B8757221A8E4645C17002DF03754AB66,1,2021-11-06,1537,2021-11-06,455,USD,19,N,SW,000583,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,B9757221A8E4645C17002DF03754AB66,2,2021-11-06,1537,2021-11-06,455,USD,4,N,SW,000217,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BA757221A8E4645C17002DF03754AB66,3,2021-11-06,1537,2021-11-06,455,USD,16,N,SW,000104,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BB757221A8E4645C17002DF03754AB66,4,2021-10-30,0322,2021-11-08,455,USD,0,N,GA,000583,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BC757221A8E4645C17002DF03754AB66,5,2021-10-30,0322,2021-11-08,455,USD,27,N,GA,000217,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BD757221A8E4645C17002DF03754AB66,6,2021-10-30,0322,2021-11-08,455,USD,22,N,GA,000104,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BE757221A8E4645C17002DF03754AB66,7,2022-08-31,1537,2022-09-02,438,USD,0,N,SW,000583,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,BF757221A8E4645C17002DF03754AB66,8,2022-08-31,1537,2022-09-02,438,USD,0,N,SW,000217,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,C0757221A8E4645C17002DF03754AB66,9,2022-08-31,1537,2022-09-02,438,USD,5,N,SW,000104,5C657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,C1757221A8E4645C17002DF03754AB66,1,2021-10-17,1537,2021-11-06,473,USD,8.5,B,SW,000004,5D657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,C2757221A8E4645C17002DF03754AB66,2,2021-10-17,1537,2021-11-06,473,USD,13.5,B,SW,000308,5D657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,C3757221A8E4645C17002DF03754AB66,3,2021-10-25,0322,2021-11-08,455,USD,4.5,B,GA,000004,5D657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:51.438Z,privileged,C4757221A8E4645C17002DF03754AB66,4,2021-10-25,0322,2021-11-08,455,USD,9,B,GA,000308,5D657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,C5757221A8E4645C17002DF03754AB66,1,2021-10-20,1537,2021-11-06,490,USD,43.8,N,SW,000082,5E657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,C6757221A8E4645C17002DF03754AB66,1,2021-10-18,1537,2021-11-06,490,USD,27,N,SW,000466,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,C7757221A8E4645C17002DF03754AB66,2,2021-10-18,1537,2021-11-06,490,USD,11.5,N,SW,000577,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,C8757221A8E4645C17002DF03754AB66,3,2021-10-18,0322,2021-11-08,455,USD,0,N,GA,000466,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,C9757221A8E4645C17002DF03754AB66,4,2021-10-18,0322,2021-11-08,455,USD,23.5,N,GA,000577,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CA757221A8E4645C17002DF03754AB66,5,2022-08-23,1537,2022-09-02,438,USD,17,N,SW,000466,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CB757221A8E4645C17002DF03754AB66,6,2022-08-23,1537,2022-09-02,438,USD,0,N,SW,000577,5F657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CC757221A8E4645C17002DF03754AB66,1,2021-10-23,1537,2021-11-06,490,USD,33,B,SW,000640,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CD757221A8E4645C17002DF03754AB66,2,2021-10-23,1537,2021-11-06,490,USD,16.5,B,SW,000699,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CE757221A8E4645C17002DF03754AB66,3,2021-10-23,1537,2021-11-06,490,USD,40,B,SW,000367,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,CF757221A8E4645C17002DF03754AB66,4,2021-10-22,0322,2021-11-08,473,USD,0,B,GA,000640,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D0757221A8E4645C17002DF03754AB66,5,2021-10-22,0322,2021-11-08,473,USD,52,B,GA,000699,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D1757221A8E4645C17002DF03754AB66,6,2021-10-22,0322,2021-11-08,473,USD,25,B,GA,000367,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D2757221A8E4645C17002DF03754AB66,7,2022-09-02,1537,2022-09-02,455,USD,20,B,SW,000640,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D3757221A8E4645C17002DF03754AB66,8,2022-09-02,1537,2022-09-02,455,USD,0,B,SW,000699,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D4757221A8E4645C17002DF03754AB66,9,2022-09-02,1537,2022-09-02,455,USD,0,B,SW,000367,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D5757221A8E4645C17002DF03754AB66,10,2022-08-28,0322,2022-09-04,438,USD,15,B,GA,000640,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D6757221A8E4645C17002DF03754AB66,11,2022-08-28,0322,2022-09-04,438,USD,17,B,GA,000699,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D7757221A8E4645C17002DF03754AB66,12,2022-08-28,0322,2022-09-04,438,USD,29,B,GA,000367,60657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D8757221A8E4645C17002DF03754AB66,1,2021-10-19,1537,2021-11-06,508,USD,0,N,SW,000478,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,D9757221A8E4645C17002DF03754AB66,2,2021-10-19,1537,2021-11-06,508,USD,14,N,SW,000581,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DA757221A8E4645C17002DF03754AB66,3,2021-10-19,1537,2021-11-06,508,USD,36,N,SW,000026,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DB757221A8E4645C17002DF03754AB66,4,2021-11-04,0322,2021-11-08,490,USD,14,N,GA,000478,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DC757221A8E4645C17002DF03754AB66,5,2021-11-04,0322,2021-11-08,490,USD,16,N,GA,000581,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DD757221A8E4645C17002DF03754AB66,6,2021-11-04,0322,2021-11-08,490,USD,40,N,GA,000026,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DE757221A8E4645C17002DF03754AB66,7,2022-08-14,1537,2022-09-02,455,USD,0,N,SW,000478,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,DF757221A8E4645C17002DF03754AB66,8,2022-08-14,1537,2022-09-02,455,USD,0,N,SW,000581,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:37.041Z,privileged,E0757221A8E4645C17002DF03754AB66,9,2022-08-14,1537,2022-09-02,455,USD,0,N,SW,000026,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E1757221A8E4645C17002DF03754AB66,10,2022-08-21,0322,2022-09-04,455,USD,3.5,N,GA,000478,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E2757221A8E4645C17002DF03754AB66,11,2022-08-21,0322,2022-09-04,455,USD,23.5,N,GA,000581,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E3757221A8E4645C17002DF03754AB66,12,2022-08-21,0322,2022-09-04,455,USD,19,N,GA,000026,61657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E4757221A8E4645C17002DF03754AB66,1,2021-10-22,1537,2021-11-06,525,USD,2.3,N,SW,000264,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E5757221A8E4645C17002DF03754AB66,2,2021-10-22,1537,2021-11-06,525,USD,6,N,SW,000619,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E6757221A8E4645C17002DF03754AB66,3,2021-10-30,0322,2021-11-08,490,USD,30,N,GA,000264,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E7757221A8E4645C17002DF03754AB66,4,2021-10-30,0322,2021-11-08,490,USD,43.5,N,GA,000619,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E8757221A8E4645C17002DF03754AB66,5,2022-08-18,1537,2022-09-02,455,USD,2.5,N,SW,000264,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,E9757221A8E4645C17002DF03754AB66,6,2022-08-18,1537,2022-09-02,455,USD,0,N,SW,000619,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,EA757221A8E4645C17002DF03754AB66,7,2022-08-20,0322,2022-09-04,455,USD,0,N,GA,000264,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,EB757221A8E4645C17002DF03754AB66,8,2022-08-20,0322,2022-09-04,455,USD,25,N,GA,000619,62657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,EC757221A8E4645C17002DF03754AB66,1,2021-10-21,1537,2021-11-06,525,USD,4,N,SW,000155,63657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,ED757221A8E4645C17002DF03754AB66,2,2021-10-29,0322,2021-11-08,508,USD,33,N,GA,000155,63657221A8E4645C17002DF03754AB66
2022-09-28T13:28:00.791Z,anonymous,2022-09-28T13:30:19.428Z,privileged,EE757221A8E4645C17002DF03754AB66,3,2022-08-25,1537,2022-09-02,473,USD,0,N,SW,000155,63657221A8E4645C17002DF03754AB66
